"distid","year","DISTRICT_NAME","SCHOOL_YEAR","FULL_NCES_CODE","COUNTY","electiontype","candidateid","first","last","winner","incumbent","minor","raceid","areaid","districtwide","notes","candidateid2","raceid2","incDefeat","repeater","ncand","nrealcand","nwins","ninc","nincDef","nminor","scatterVotes","nincDefInd","candidate_votes","total_votes","CESA"
1862,2002,"Fond du Lac Sch Dist","2001-02","5504680","20",1,2,"Lori","Rhoades",1,1,0,"1","1",1,"","1862-2","1862-2002-1-1",0,1,3,3,2,2,0,0,11,0,2565,7510,"6"
1862,2002,"Fond du Lac Sch Dist","2001-02","5504680","20",1,3,"Xian","Gu",0,0,0,"1","1",1,"","1862-3","1862-2002-1-1",NA,0,3,3,2,2,0,0,11,0,1678,7510,"6"
1862,2002,"Fond du Lac Sch Dist","2001-02","5504680","20",1,99,"Scatter","",0,0,1,"1","1",1,"","1862-99","1862-2002-1-1",NA,0,3,3,2,2,0,0,11,0,11,7510,"6"
1862,2003,"Fond du Lac Sch Dist","2002-03","5504680","20",2,4,"Timothy","Pollard",1,0,0,"2","2",1,"","1862-4","1862-2003-2-2",NA,0,5,5,4,2,0,0,0,0,338,2158,"6"
1862,2003,"Fond du Lac Sch Dist","2002-03","5504680","20",2,5,"Susan","Jones",1,1,0,"2","2",1,"","1862-5","1862-2003-2-2",0,1,5,5,4,2,0,0,0,0,697,2158,"6"
1862,2003,"Fond du Lac Sch Dist","2002-03","5504680","20",2,6,"Timothy","Patterson",1,0,0,"2","2",1,"","1862-6","1862-2003-2-2",NA,0,5,5,4,2,0,0,0,0,288,2158,"6"
1862,2003,"Fond du Lac Sch Dist","2002-03","5504680","20",2,7,"Robert","Krueger",0,0,0,"2","2",1,"","1862-7","1862-2003-2-2",NA,0,5,5,4,2,0,0,0,0,260,2158,"6"
1862,2003,"Fond du Lac Sch Dist","2002-03","5504680","20",2,8,"Terri","Wilkens",1,1,0,"2","2",1,"","1862-8","1862-2003-2-2",0,1,5,5,4,2,0,0,0,0,575,2158,"6"
1862,2003,"Fond du Lac Sch Dist","2002-03","5504680","20",1,4,"Timothy","Pollard",0,0,0,"3","3",1,"","1862-4","1862-2003-3-1",NA,0,4,4,2,2,0,0,0,0,1616,8483,"6"
1862,2003,"Fond du Lac Sch Dist","2002-03","5504680","20",1,5,"Susan","Jones",1,1,0,"3","3",1,"","1862-5","1862-2003-3-1",0,1,4,4,2,2,0,0,0,0,2881,8483,"6"
1862,2003,"Fond du Lac Sch Dist","2002-03","5504680","20",1,6,"Timothy","Patterson",0,0,0,"3","3",1,"","1862-6","1862-2003-3-1",NA,0,4,4,2,2,0,0,0,0,1624,8483,"6"
1862,2003,"Fond du Lac Sch Dist","2002-03","5504680","20",1,8,"Terri","Wilkens",1,1,0,"3","3",1,"","1862-8","1862-2003-3-1",0,1,4,4,2,2,0,0,0,0,2362,8483,"6"
1862,2004,"Fond du Lac Sch Dist","2003-04","5504680","20",1,10,"Elizabeth","Hayes",1,1,0,"4","4",1,"","1862-10","1862-2004-4-1",0,1,3,3,3,2,0,0,13,0,3394,9806,"6"
1862,2004,"Fond du Lac Sch Dist","2003-04","5504680","20",1,9,"Kathleen","Nagle",1,0,0,"4","4",1,"","1862-9","1862-2004-4-1",NA,0,3,3,3,2,0,0,13,0,3154,9806,"6"
1862,2004,"Fond du Lac Sch Dist","2003-04","5504680","20",1,11,"Dennis","Glaeser",1,1,0,"4","4",1,"","1862-11","1862-2004-4-1",0,1,3,3,3,2,0,0,13,0,3245,9806,"6"
1862,2004,"Fond du Lac Sch Dist","2003-04","5504680","20",1,99,"Scatter","",0,0,1,"4","4",1,"","1862-99","1862-2004-4-1",NA,0,3,3,3,2,0,0,13,0,13,9806,"6"
1862,2005,"Fond du Lac Sch Dist","2004-05","5504680","20",1,1,"Gary","Sharpe",1,1,0,"5","5",1,"","1862-1","1862-2005-5-1",0,1,4,4,3,2,0,0,15,0,5385,18343,"6"
1862,2005,"Fond du Lac Sch Dist","2004-05","5504680","20",1,7,"Robert","Krueger",0,0,0,"5","5",1,"","1862-7","1862-2005-5-1",NA,1,4,4,3,2,0,0,15,0,3460,18343,"6"
1862,2005,"Fond du Lac Sch Dist","2004-05","5504680","20",1,12,"Michael","O'Rourke",1,0,0,"5","5",1,"","1862-12","1862-2005-5-1",NA,0,4,4,3,2,0,0,15,0,4777,18343,"6"
1862,2005,"Fond du Lac Sch Dist","2004-05","5504680","20",1,2,"Lori","Rhoades",1,1,0,"5","5",1,"","1862-2","1862-2005-5-1",0,1,4,4,3,2,0,0,15,0,4706,18343,"6"
1862,2005,"Fond du Lac Sch Dist","2004-05","5504680","20",1,99,"Scatter","",0,0,1,"5","5",1,"","1862-99","1862-2005-5-1",NA,0,4,4,3,2,0,0,15,0,15,18343,"6"
1862,2006,"Fond du Lac Sch Dist","2005-06","5504680","20",1,5,"Susan","Jones",1,1,0,"6","6",1,"","1862-5","1862-2006-6-1",0,1,2,2,2,1,0,0,33,0,6574,12813,"6"
1862,2006,"Fond du Lac Sch Dist","2005-06","5504680","20",1,13,"Eric","Everson",1,0,0,"6","6",1,"","1862-13","1862-2006-6-1",NA,0,2,2,2,1,0,0,33,0,6206,12813,"6"
1862,2006,"Fond du Lac Sch Dist","2005-06","5504680","20",1,99,"Scatter","",0,0,1,"6","6",1,"","1862-99","1862-2006-6-1",NA,0,2,2,2,1,0,0,33,0,33,12813,"6"
1862,2007,"Fond du Lac Sch Dist","2006-07","5504680","20",1,10,"Elizabeth","Hayes",1,1,0,"7","7",1,"","1862-10","1862-2007-7-1",0,1,3,3,3,3,0,0,32,0,3164,9343,"6"
1862,2007,"Fond du Lac Sch Dist","2006-07","5504680","20",1,2,"Lori","Rhoades",1,1,0,"7","7",1,"","1862-2","1862-2007-7-1",0,1,3,3,3,3,0,0,32,0,3067,9343,"6"
1862,2007,"Fond du Lac Sch Dist","2006-07","5504680","20",1,9,"Kathleen","Nagle",1,1,0,"7","7",1,"","1862-9","1862-2007-7-1",0,1,3,3,3,3,0,0,32,0,3080,9343,"6"
1862,2007,"Fond du Lac Sch Dist","2006-07","5504680","20",1,99,"Scatter","",0,0,1,"7","7",1,"","1862-99","1862-2007-7-1",NA,0,3,3,3,3,0,0,32,0,32,9343,"6"
1862,2008,"Fond du Lac Sch Dist","2007-08","5504680","20",1,99,"Scatter","",0,0,1,"8","8",1,"","1862-99","1862-2008-8-1",NA,0,2,2,2,2,0,0,32,0,32,7647,"6"
1862,2008,"Fond du Lac Sch Dist","2007-08","5504680","20",1,1,"Gary","Sharpe",1,1,0,"8","8",1,"","1862-1","1862-2008-8-1",0,1,2,2,2,2,0,0,32,0,4028,7647,"6"
1862,2008,"Fond du Lac Sch Dist","2007-08","5504680","20",1,12,"Michael","O'Rourke",1,1,0,"8","8",1,"","1862-12","1862-2008-8-1",0,1,2,2,2,2,0,0,32,0,3587,7647,"6"
1862,2009,"Fond du Lac Sch Dist","2008-09","5504680","20",1,99,"Scatter","",0,0,1,"9","9",1,"","1862-99","1862-2009-9-1",NA,0,3,3,2,2,0,0,9,0,9,9845,"6"
1862,2009,"Fond du Lac Sch Dist","2008-09","5504680","20",1,13,"Eric","Everson",1,1,0,"9","9",1,"","1862-13","1862-2009-9-1",0,1,3,3,2,2,0,0,9,0,3377,9845,"6"
1862,2009,"Fond du Lac Sch Dist","2008-09","5504680","20",1,5,"Susan","Jones",1,1,0,"9","9",1,"","1862-5","1862-2009-9-1",0,1,3,3,2,2,0,0,9,0,3267,9845,"6"
1862,2009,"Fond du Lac Sch Dist","2008-09","5504680","20",1,14,"Peter","Kujawa",0,0,0,"9","9",1,"","1862-14","1862-2009-9-1",NA,0,3,3,2,2,0,0,9,0,3192,9845,"6"
1862,2010,"Fond du Lac Sch Dist","2009-10","5504680","20",1,14,"Peter","Kujawa",1,0,0,"10","10",1,"","1862-14","1862-2010-10-1",NA,1,4,4,4,3,0,0,22,0,3365,12852,"6"
1862,2010,"Fond du Lac Sch Dist","2009-10","5504680","20",1,9,"Kathleen","Nagle",1,1,0,"10","10",1,"","1862-9","1862-2010-10-1",0,1,4,4,4,3,0,0,22,0,3417,12852,"6"
1862,2010,"Fond du Lac Sch Dist","2009-10","5504680","20",1,10,"Elizabeth","Hayes",1,1,0,"10","10",1,"","1862-10","1862-2010-10-1",0,1,4,4,4,3,0,0,22,0,3230,12852,"6"
1862,2010,"Fond du Lac Sch Dist","2009-10","5504680","20",1,2,"Lori","Rhoades",1,1,0,"10","10",1,"","1862-2","1862-2010-10-1",0,1,4,4,4,3,0,0,22,0,2818,12852,"6"
1862,2010,"Fond du Lac Sch Dist","2009-10","5504680","20",1,99,"Scatter","",0,0,1,"10","10",1,"","1862-99","1862-2010-10-1",NA,0,4,4,4,3,0,0,22,0,22,12852,"6"
1862,2011,"Fond du Lac Sch Dist","2010-11","5504680","20",1,15,"Mack","Strand",1,0,0,"11","11",1,"","1862-15","1862-2011-11-1",NA,0,3,3,3,0,0,0,36,0,6172,17282,"6"
1862,2011,"Fond du Lac Sch Dist","2010-11","5504680","20",1,16,"Julie","Nett",1,0,0,"11","11",1,"","1862-16","1862-2011-11-1",NA,0,3,3,3,0,0,0,36,0,5756,17282,"6"
1862,2011,"Fond du Lac Sch Dist","2010-11","5504680","20",1,17,"Mark","Jurgella",1,0,0,"11","11",1,"","1862-17","1862-2011-11-1",NA,0,3,3,3,0,0,0,36,0,5318,17282,"6"
1862,2011,"Fond du Lac Sch Dist","2010-11","5504680","20",1,99,"Scatter","",0,0,1,"11","11",1,"","1862-99","1862-2011-11-1",NA,0,3,3,3,0,0,0,36,0,36,17282,"6"
1862,2012,"Fond du Lac Sch Dist","2011-12","5504680","20",2,19,"Will","Jewson",1,0,0,"12","12",1,"","1862-19","1862-2012-12-2",NA,0,5,5,4,2,0,0,16,0,1467,10519,"6"
1862,2012,"Fond du Lac Sch Dist","2011-12","5504680","20",2,13,"Eric","Everson",1,1,0,"12","12",1,"","1862-13","1862-2012-12-2",0,1,5,5,4,2,0,0,16,0,2932,10519,"6"
1862,2012,"Fond du Lac Sch Dist","2011-12","5504680","20",2,20,"Peggy","Lautenschlager",1,0,0,"12","12",1,"","1862-20","1862-2012-12-2",NA,0,5,5,4,2,0,0,16,0,2609,10519,"6"
1862,2012,"Fond du Lac Sch Dist","2011-12","5504680","20",2,21,"Larry","Marchionda",0,0,0,"12","12",1,"","1862-21","1862-2012-12-2",NA,0,5,5,4,2,0,0,16,0,1455,10519,"6"
1862,2012,"Fond du Lac Sch Dist","2011-12","5504680","20",2,5,"Susan","Jones",1,1,0,"12","12",1,"","1862-5","1862-2012-12-2",0,1,5,5,4,2,0,0,16,0,2040,10519,"6"
1862,2012,"Fond du Lac Sch Dist","2011-12","5504680","20",2,99,"Scatter","",0,0,1,"12","12",1,"","1862-99","1862-2012-12-2",NA,0,5,5,4,2,0,0,16,0,16,10519,"6"
1862,2012,"Fond du Lac Sch Dist","2011-12","5504680","20",1,13,"Eric","Everson",1,1,0,"13","13",1,"","1862-13","1862-2012-13-1",0,1,4,4,2,2,0,0,29,0,5795,18700,"6"
1862,2012,"Fond du Lac Sch Dist","2011-12","5504680","20",1,20,"Peggy","Lautenschlager",0,0,0,"13","13",1,"","1862-20","1862-2012-13-1",NA,0,4,4,2,2,0,0,29,0,4718,18700,"6"
1862,2012,"Fond du Lac Sch Dist","2011-12","5504680","20",1,19,"Will","Jewson",0,0,0,"13","13",1,"","1862-19","1862-2012-13-1",NA,0,4,4,2,2,0,0,29,0,3214,18700,"6"
1862,2012,"Fond du Lac Sch Dist","2011-12","5504680","20",1,5,"Susan","Jones",1,1,0,"13","13",1,"","1862-5","1862-2012-13-1",0,1,4,4,2,2,0,0,29,0,4944,18700,"6"
1862,2012,"Fond du Lac Sch Dist","2011-12","5504680","20",1,99,"Scatter","",0,0,1,"13","13",1,"","1862-99","1862-2012-13-1",NA,0,4,4,2,2,0,0,29,0,29,18700,"6"
1890,2006,"Fox Point J2 Sch Dist","2005-06","5504800","40",1,1,"Michael","Moore",1,1,0,"1","1",1,"","1890-1","1890-2006-1-1",0,1,1,1,1,1,0,0,0,0,523,523,"1"
1890,2007,"Fox Point J2 Sch Dist","2006-07","5504800","40",1,3,"Mary","Keefe",1,1,0,"2","2",1,"","1890-3","1890-2007-2-1",0,1,3,3,2,1,0,0,3,0,870,2705,"1"
1890,2007,"Fox Point J2 Sch Dist","2006-07","5504800","40",1,2,"Barbara","Mannion",0,0,0,"2","2",1,"","1890-2","1890-2007-2-1",NA,0,3,3,2,1,0,0,3,0,870,2705,"1"
1890,2007,"Fox Point J2 Sch Dist","2006-07","5504800","40",1,4,"Michael","Weiss",1,0,0,"2","2",1,"","1890-4","1890-2007-2-1",NA,0,3,3,2,1,0,0,3,0,962,2705,"1"
1890,2007,"Fox Point J2 Sch Dist","2006-07","5504800","40",1,99,"Scatter","",0,0,1,"2","2",1,"","1890-99","1890-2007-2-1",NA,0,3,3,2,1,0,0,3,0,3,2705,"1"
1890,2008,"Fox Point J2 Sch Dist","2007-08","5504800","40",1,6,"Alice","Lawton",1,0,0,"3","3",1,"","1890-6","1890-2008-3-1",NA,0,2,2,2,0,0,0,0,0,1058,2037,"1"
1890,2008,"Fox Point J2 Sch Dist","2007-08","5504800","40",1,5,"Timothy","Melchert",1,0,0,"3","3",1,"","1890-5","1890-2008-3-1",NA,0,2,2,2,0,0,0,0,0,979,2037,"1"
1890,2009,"Fox Point J2 Sch Dist","2008-09","5504800","40",1,7,"Anthony","Pecoraro",0,0,0,"4","4",1,"","1890-7","1890-2009-4-1",NA,0,2,2,1,0,0,0,0,0,427,1024,"1"
1890,2009,"Fox Point J2 Sch Dist","2008-09","5504800","40",1,8,"Debbie","Friberg",1,0,0,"4","4",1,"","1890-8","1890-2009-4-1",NA,0,2,2,1,0,0,0,0,0,597,1024,"1"
1890,2010,"Fox Point J2 Sch Dist","2009-10","5504800","40",1,4,"Michael","Weiss",1,1,0,"5","5",1,"","1890-4","1890-2010-5-1",0,1,2,2,2,1,0,0,0,0,488,901,"1"
1890,2010,"Fox Point J2 Sch Dist","2009-10","5504800","40",1,9,"Eliz","Greene",1,0,0,"5","5",1,"","1890-9","1890-2010-5-1",NA,0,2,2,2,1,0,0,0,0,413,901,"1"
1890,2011,"Fox Point J2 Sch Dist","2010-11","5504800","40",1,5,"Timothy","Melchert",1,1,0,"6","6",1,"","1890-5","1890-2011-6-1",0,1,2,2,2,2,0,0,0,0,1324,2740,"1"
1890,2011,"Fox Point J2 Sch Dist","2010-11","5504800","40",1,6,"Alice","Lawton",1,1,0,"6","6",1,"","1890-6","1890-2011-6-1",0,1,2,2,2,2,0,0,0,0,1416,2740,"1"
1890,2012,"Fox Point J2 Sch Dist","2011-12","5504800","40",1,10,"Eilene","Stevens",1,0,0,"7","7",1,"","1890-10","1890-2012-7-1",NA,0,2,2,2,1,0,0,0,0,636,1325,"1"
1890,2012,"Fox Point J2 Sch Dist","2011-12","5504800","40",1,8,"Debbie","Friberg",1,1,0,"7","7",1,"","1890-8","1890-2012-7-1",0,1,2,2,2,1,0,0,0,0,689,1325,"1"
1897,2002,"Maple Dale-Indian Hill Sch Dis","2001-02","5504770","40",1,1,"Ellen","Henak",1,1,0,"1","1",1,"","1897-1","1897-2002-1-1",0,1,3,3,2,2,1,0,0,1,495,1653,"1"
1897,2002,"Maple Dale-Indian Hill Sch Dis","2001-02","5504770","40",1,2,"Cheryl","Ward",1,0,0,"1","1",1,"","1897-2","1897-2002-1-1",NA,0,3,3,2,2,1,0,0,1,685,1653,"1"
1897,2002,"Maple Dale-Indian Hill Sch Dis","2001-02","5504770","40",1,3,"John","Lawrence",0,1,0,"1","1",1,"","1897-3","1897-2002-1-1",1,1,3,3,2,2,1,0,0,1,473,1653,"1"
1897,2003,"Maple Dale-Indian Hill Sch Dis","2002-03","5504770","40",1,4,"Dona","Mortara",1,1,0,"2","2",1,"","1897-4","1897-2003-2-1",0,1,2,2,2,1,0,0,0,0,653,1222,"1"
1897,2003,"Maple Dale-Indian Hill Sch Dis","2002-03","5504770","40",1,3,"John","Lawrence",1,0,0,"2","2",1,"","1897-3","1897-2003-2-1",NA,1,2,2,2,1,0,0,0,0,569,1222,"1"
1897,2004,"Maple Dale-Indian Hill Sch Dis","2003-04","5504770","40",1,5,"Joseph","Kasle",1,0,1,"3","3",1,"no votes reported","1897-5","1897-2004-3-1",NA,0,1,1,1,0,0,1,NA,0,0,NA,"1"
1897,2005,"Maple Dale-Indian Hill Sch Dis","2004-05","5504770","40",1,2,"Cheryl","Ward",0,1,0,"4","4",1,"","1897-2","1897-2005-4-1",1,1,3,3,2,1,1,0,0,1,288,1210,"1"
1897,2005,"Maple Dale-Indian Hill Sch Dis","2004-05","5504770","40",1,6,"Mark","Goldstein",1,0,0,"4","4",1,"","1897-6","1897-2005-4-1",NA,0,3,3,2,1,1,0,0,1,484,1210,"1"
1897,2005,"Maple Dale-Indian Hill Sch Dis","2004-05","5504770","40",1,7,"Robert","Ricigliano",1,0,0,"4","4",1,"","1897-7","1897-2005-4-1",NA,0,3,3,2,1,1,0,0,1,438,1210,"1"
1897,2006,"Maple Dale-Indian Hill Sch Dis","2005-06","5504770","40",1,8,"Lynn","Marcus",0,0,0,"5","5",1,"","1897-8","1897-2006-5-1",NA,0,3,3,2,1,0,0,3,0,228,907,"1"
1897,2006,"Maple Dale-Indian Hill Sch Dis","2005-06","5504770","40",1,4,"Dona","Mortara",1,1,0,"5","5",1,"","1897-4","1897-2006-5-1",0,1,3,3,2,1,0,0,3,0,347,907,"1"
1897,2006,"Maple Dale-Indian Hill Sch Dis","2005-06","5504770","40",1,9,"Jane","Guffy",1,0,0,"5","5",1,"","1897-9","1897-2006-5-1",NA,0,3,3,2,1,0,0,3,0,329,907,"1"
1897,2006,"Maple Dale-Indian Hill Sch Dis","2005-06","5504770","40",1,99,"Scatter","",0,0,1,"5","5",1,"","1897-99","1897-2006-5-1",NA,0,3,3,2,1,0,0,3,0,3,907,"1"
1897,2007,"Maple Dale-Indian Hill Sch Dis","2006-07","5504770","40",1,99,"Scatter","",0,0,1,"6","6",1,"","1897-99","1897-2007-6-1",NA,0,1,1,1,1,0,0,3,0,3,658,"1"
1897,2007,"Maple Dale-Indian Hill Sch Dis","2006-07","5504770","40",1,5,"Joseph","Kasle",1,1,0,"6","6",1,"","1897-5","1897-2007-6-1",0,1,1,1,1,1,0,0,3,0,655,658,"1"
1897,2008,"Maple Dale-Indian Hill Sch Dis","2007-08","5504770","40",1,6,"Mark","Goldstein",1,1,0,"7","7",1,"","1897-6","1897-2008-7-1",0,1,2,2,2,2,0,0,1,0,831,1560,"1"
1897,2008,"Maple Dale-Indian Hill Sch Dis","2007-08","5504770","40",1,7,"Robert","Ricigliano",1,1,0,"7","7",1,"","1897-7","1897-2008-7-1",0,1,2,2,2,2,0,0,1,0,728,1560,"1"
1897,2008,"Maple Dale-Indian Hill Sch Dis","2007-08","5504770","40",1,99,"Scatter","",0,0,1,"7","7",1,"","1897-99","1897-2008-7-1",NA,0,2,2,2,2,0,0,1,0,1,1560,"1"
1897,2009,"Maple Dale-Indian Hill Sch Dis","2008-09","5504770","40",1,9,"Jane","Guffy",1,1,0,"8","8",1,"","1897-9","1897-2009-8-1",0,1,2,2,2,2,0,0,1,0,746,1585,"1"
1897,2009,"Maple Dale-Indian Hill Sch Dis","2008-09","5504770","40",1,4,"Dona","Mortara",1,1,0,"8","8",1,"","1897-4","1897-2009-8-1",0,1,2,2,2,2,0,0,1,0,838,1585,"1"
1897,2009,"Maple Dale-Indian Hill Sch Dis","2008-09","5504770","40",1,99,"Scatter","",0,0,1,"8","8",1,"","1897-99","1897-2009-8-1",NA,0,2,2,2,2,0,0,1,0,1,1585,"1"
1897,2010,"Maple Dale-Indian Hill Sch Dis","2009-10","5504770","40",1,10,"Jim","LeTart",1,0,0,"9","9",1,"","1897-10","1897-2010-9-1",NA,0,1,1,1,0,0,0,2,0,479,481,"1"
1897,2010,"Maple Dale-Indian Hill Sch Dis","2009-10","5504770","40",1,99,"Scatter","",0,0,1,"9","9",1,"","1897-99","1897-2010-9-1",NA,0,1,1,1,0,0,0,2,0,2,481,"1"
1897,2011,"Maple Dale-Indian Hill Sch Dis","2010-11","5504770","40",1,11,"TJ","Hauske",1,0,0,"10","10",1,"","1897-11","1897-2011-10-1",NA,0,2,2,1,1,1,0,9,1,1306,1375,"1"
1897,2011,"Maple Dale-Indian Hill Sch Dis","2010-11","5504770","40",1,7,"Robert","Ricigliano",0,1,0,"10","10",1,"","1897-7","1897-2011-10-1",1,1,2,2,1,1,1,0,9,1,60,1375,"1"
1897,2011,"Maple Dale-Indian Hill Sch Dis","2010-11","5504770","40",1,99,"Scatter","",0,0,1,"10","10",1,"","1897-99","1897-2011-10-1",NA,0,2,2,1,1,1,0,9,1,9,1375,"1"
1897,2012,"Maple Dale-Indian Hill Sch Dis","2011-12","5504770","40",1,13,"Pam","Scheferman",1,0,0,"11","11",1,"","1897-13","1897-2012-11-1",NA,0,2,2,2,0,0,0,14,0,642,1175,"1"
1897,2012,"Maple Dale-Indian Hill Sch Dis","2011-12","5504770","40",1,99,"Scatter","",0,0,1,"11","11",1,"","1897-99","1897-2012-11-1",NA,0,2,2,2,0,0,0,14,0,14,1175,"1"
1897,2012,"Maple Dale-Indian Hill Sch Dis","2011-12","5504770","40",1,12,"Sowmya","Desai",1,0,0,"11","11",1,"","1897-12","1897-2012-11-1",NA,0,2,2,2,0,0,0,14,0,519,1175,"1"
1939,2002,"Frederic Sch Dist","2001-02","5504860","48",1,1,"Terry","Taylor",0,0,0,"1","1",1,"","1939-1","1939-2002-1-1",NA,0,2,2,1,0,0,0,1,0,170,647,"11"
1939,2002,"Frederic Sch Dist","2001-02","5504860","48",1,2,"Fred","Grimm",1,0,0,"1","1",1,"","1939-2","1939-2002-1-1",NA,0,2,2,1,0,0,0,1,0,476,647,"11"
1939,2002,"Frederic Sch Dist","2001-02","5504860","48",1,99,"Scatter","",0,0,1,"1","1",1,"","1939-99","1939-2002-1-1",NA,0,2,2,1,0,0,0,1,0,1,647,"11"
1939,2003,"Frederic Sch Dist","2002-03","5504860","48",1,6,"Mark","Hayman",0,0,0,"2","2",1,"","1939-6","1939-2003-2-1",NA,0,5,5,2,1,0,1,12,0,149,1721,"11"
1939,2003,"Frederic Sch Dist","2002-03","5504860","48",1,3,"Wallace","Koel",1,0,0,"2","2",1,"","1939-3","1939-2003-2-1",NA,0,5,5,2,1,0,1,12,0,685,1721,"11"
1939,2003,"Frederic Sch Dist","2002-03","5504860","48",1,4,"David","Pederson",1,1,0,"2","2",1,"","1939-4","1939-2003-2-1",0,1,5,5,2,1,0,1,12,0,602,1721,"11"
1939,2003,"Frederic Sch Dist","2002-03","5504860","48",1,5,"Jay","Stackhouse",0,0,0,"2","2",1,"","1939-5","1939-2003-2-1",NA,0,5,5,2,1,0,1,12,0,263,1721,"11"
1939,2003,"Frederic Sch Dist","2002-03","5504860","48",1,7,"Joseph","Lindberg",0,0,1,"2","2",1,"","1939-7","1939-2003-2-1",NA,0,5,5,2,1,0,1,12,0,10,1721,"11"
1939,2003,"Frederic Sch Dist","2002-03","5504860","48",1,99,"Scatter","",0,0,1,"2","2",1,"","1939-99","1939-2003-2-1",NA,0,5,5,2,1,0,1,12,0,12,1721,"11"
1939,2004,"Frederic Sch Dist","2003-04","5504860","48",1,8,"Kay","Friberg",1,1,0,"3","3",1,"","1939-8","1939-2004-3-1",0,1,5,5,2,2,1,0,4,1,390,880,"11"
1939,2004,"Frederic Sch Dist","2003-04","5504860","48",1,1,"Terry","Taylor",1,0,0,"3","3",1,"","1939-1","1939-2004-3-1",NA,0,5,5,2,2,1,0,4,1,167,880,"11"
1939,2004,"Frederic Sch Dist","2003-04","5504860","48",1,7,"Joseph","Lindberg",0,0,0,"3","3",1,"","1939-7","1939-2004-3-1",NA,1,5,5,2,2,1,0,4,1,152,880,"11"
1939,2004,"Frederic Sch Dist","2003-04","5504860","48",1,9,"Bruce","Chell",0,1,0,"3","3",1,"","1939-9","1939-2004-3-1",1,1,5,5,2,2,1,0,4,1,135,880,"11"
1939,2004,"Frederic Sch Dist","2003-04","5504860","48",1,10,"Kim","Owens",0,0,0,"3","3",1,"","1939-10","1939-2004-3-1",NA,0,5,5,2,2,1,0,4,1,32,880,"11"
1939,2004,"Frederic Sch Dist","2003-04","5504860","48",1,99,"Scatter","",0,0,1,"3","3",1,"","1939-99","1939-2004-3-1",NA,0,5,5,2,2,1,0,4,1,4,880,"11"
1939,2005,"Frederic Sch Dist","2004-05","5504860","48",1,11,"Jamie","Alexander",0,0,0,"4","4",1,"","1939-11","1939-2005-4-1",NA,0,4,4,1,0,0,0,0,0,31,565,"11"
1939,2005,"Frederic Sch Dist","2004-05","5504860","48",1,12,"David","Ammend",1,0,0,"4","4",1,"","1939-12","1939-2005-4-1",NA,0,4,4,1,0,0,0,0,0,354,565,"11"
1939,2005,"Frederic Sch Dist","2004-05","5504860","48",1,13,"Edward","Hochstetler",0,0,0,"4","4",1,"","1939-13","1939-2005-4-1",NA,0,4,4,1,0,0,0,0,0,129,565,"11"
1939,2005,"Frederic Sch Dist","2004-05","5504860","48",1,14,"Donna","Grindell",0,0,0,"4","4",1,"","1939-14","1939-2005-4-1",NA,0,4,4,1,0,0,0,0,0,51,565,"11"
1939,2006,"Frederic Sch Dist","2005-06","5504860","48",1,4,"David","Pederson",1,1,0,"5","5",1,"","1939-4","1939-2006-5-1",0,1,2,2,2,1,0,0,0,0,271,623,"11"
1939,2006,"Frederic Sch Dist","2005-06","5504860","48",1,15,"Marilyn","Sederlund",1,0,0,"5","5",1,"","1939-15","1939-2006-5-1",NA,0,2,2,2,1,0,0,0,0,352,623,"11"
1939,2007,"Frederic Sch Dist","2006-07","5504860","48",1,16,"Becky","Amundson",1,0,0,"6","6",1,"","1939-16","1939-2007-6-1",NA,0,6,6,4,1,1,0,0,1,407,1916,"11"
1939,2007,"Frederic Sch Dist","2006-07","5504860","48",1,17,"Scott","Nelson",1,0,0,"6","6",1,"","1939-17","1939-2007-6-1",NA,0,6,6,4,1,1,0,0,1,400,1916,"11"
1939,2007,"Frederic Sch Dist","2006-07","5504860","48",1,1,"Terry","Taylor",0,1,0,"6","6",1,"","1939-1","1939-2007-6-1",1,1,6,6,4,1,1,0,0,1,198,1916,"11"
1939,2007,"Frederic Sch Dist","2006-07","5504860","48",1,20,"Shari","Matz",1,0,0,"6","6",1,"","1939-20","1939-2007-6-1",NA,0,6,6,4,1,1,0,0,1,378,1916,"11"
1939,2007,"Frederic Sch Dist","2006-07","5504860","48",1,18,"Kay","Friberg",1,0,0,"6","6",1,"","1939-18","1939-2007-6-1",NA,0,6,6,4,1,1,0,0,1,332,1916,"11"
1939,2007,"Frederic Sch Dist","2006-07","5504860","48",1,19,"Leroy","Jensen",0,0,0,"6","6",1,"","1939-19","1939-2007-6-1",NA,0,6,6,4,1,1,0,0,1,201,1916,"11"
1939,2008,"Frederic Sch Dist","2007-08","5504860","48",1,1,"Terry","Taylor",1,0,0,"7","7",1,"","1939-1","1939-2008-7-1",NA,1,1,1,1,0,0,0,0,0,381,381,"11"
1939,2009,"Frederic Sch Dist","2008-09","5504860","48",1,20,"Shari","Matz",1,1,0,"8","8",1,"","1939-20","1939-2009-8-1",0,1,2,2,2,1,0,0,0,0,382,713,"11"
1939,2009,"Frederic Sch Dist","2008-09","5504860","48",1,21,"Troy","Engen",1,0,0,"8","8",1,"","1939-21","1939-2009-8-1",NA,0,2,2,2,1,0,0,0,0,331,713,"11"
