year,agency_key,district,agency_type,school,agency_name,contact_name,title,address_1,address_2,city,state,zip,ship_different,ship_address_1,ship_address_2,ship_city,ship_state,ship_zip,low_grade,high_grade,county,cesa,agency_master_key,parent_key,doa_code,nces_code,msa_code,locale_code,legal_name,district_name,name,update_date
2002,48315,1295,3,,Darlington Community Sch Dist,Joseph Galle,District Administrator,11630 Center Hill Rd,Darlington WI 53530-9764,Darlington,WI,53530-9764,,,,,,,E3,12,33,3,6318,48787,315,5503150,0,7,DARLINGTON COMMUNITY,Darlington Community Sch Dist,Darlington Community,7/1/2002 14:25
2002,48316,1309,3,,Deerfield Community Sch Dist,Ruthann Faber,District Administrator,300 Simonson Blvd,Deerfield WI 53531-9543,Deerfield,WI,53531-9543,,,,,,,E3,12,13,2,6344,48840,315,5503270,4720,8,DEERFIELD COMMUNITY,Deerfield Community Sch Dist,Deerfield Community,2/4/2003 10:01
2002,48317,1316,3,,De Forest Area Sch Dist,Jon Bales,District Administrator,520 E Holum St,De Forest WI 53532-1395,De Forest,WI,53532-1395,,,,,,,E3,12,13,2,6367,48840,316,5503180,4720,4,DEFOREST AREA,De Forest Area Sch Dist,De Forest Area,7/1/2002 14:26
2002,48318,1428,3,,Dodgeville Sch Dist,David J Westhoff,District Administrator,400 N Johnson St,Dodgeville WI 53533-1026,Dodgeville,WI,53533-1026,,,,,,,E3,12,25,3,6410,48787,315,5503690,0,6,DODGEVILLE,Dodgeville Sch Dist,Dodgeville,7/1/2002 14:45
2002,48319,1568,3,,Edgerton Sch Dist,Norman L Fjelstad,District Administrator,200 Elm High Dr,Edgerton WI 53534-1498,Edgerton,WI,53534-1498,,,,,,,E3,12,53,2,6443,48840,320,5504110,3620,4,EDGERTON,Edgerton Sch Dist,Edgerton,7/1/2002 14:56
2002,48320,1694,3,,Evansville Community Sch Dist,Gary Albrecht,District Administrator,420 S 4th St,Evansville WI 53536-1299,Evansville,WI,53536-1299,,,,,,,E3,12,53,2,6478,48840,321,5504440,3620,4,EVANSVILLE COMMUNITY,Evansville Community Sch Dist,Evansville Community,7/1/2002 15:02
2002,48321,2702,3,,Jefferson Sch Dist,R Scott Pierce,District Administrator,206 S Taft Ave,Jefferson WI 53549-1453,Jefferson,WI,53549-1453,,,,,,,E3,12,28,2,6733,48840,340,5507050,0,6,JEFFERSON,Jefferson Sch Dist,Jefferson,7/2/2002 6:43
2002,48322,2737,3,,Juda Sch Dist,David Wellington,District Administrator,N2385 Spring St,Juda WI 53550-9703,Juda,WI,53550-9703,,,,,,,K3,12,23,2,6768,48840,340,5507230,0,7,JUDA,Juda Sch Dist,Juda,7/2/2002 6:45
2002,48323,2898,3,,Lake Mills Area Sch Dist,Donald Childs,District Administrator,209 Church St,Lake Mills WI 53551-1495,Lake Mills,WI,53551-1495,,,,,,,E3,12,28,2,6785,48840,345,5507710,0,6,LAKE MILLS AREA,Lake Mills Area Sch Dist,Lake Mills Area,7/2/2002 6:58
2002,48324,2646,3,,Iowa-Grant Sch Dist,Linda F Hernandez,District Administrator,462 County Rd IG,Livingston WI 53554-9753,Livingston,WI,53554-9753,,,,,,,E4,12,25,3,6809,48787,350,5506870,0,7,IOWA-GRANT,Iowa-Grant Sch Dist,Iowa-Grant,7/2/2002 6:41
2002,48325,3633,3,,Mineral Point Sch Dist,Vincent J Smith,District Administrator,705 Ross St,Mineral Point WI 53565-1074,Mineral Point,WI,53565-1074,,,,,,,E4,12,25,3,7031,48787,351,5509660,0,7,MINERAL POINT,Mineral Point Sch Dist,Mineral Point,7/2/2002 10:27
2002,48326,3682,3,,Monroe Sch Dist,Edward Van Ravenstein,District Administrator,925 16th Ave Ste 3,Monroe WI 53566-1763,Monroe,WI,53566-1763,,,,,,,E3,12,23,2,7059,48840,350,5509840,0,6,MONROE,Monroe Sch Dist,Monroe,7/2/2002 10:50
2002,48327,3696,3,,Monticello Sch Dist,Robert Peterson,District Administrator,PO Box 67,Monticello WI 53570-0067,Monticello,WI,53570-0067,D,334 S Main St,Monticello WI 53570,Monticello,WI,53570,K4,12,23,2,7104,48840,351,5509900,0,7,MONTICELLO,Monticello Sch Dist,Monticello,7/2/2002 10:51
2002,48328,3794,3,,Mount Horeb Area Sch Dist,Wayne R Anderson,District Administrator,PO Box 87,Mount Horeb WI 53572-0087,Mount Horeb,WI,53572-0087,D,1304 E Lincoln St,Mount Horeb WI 53572,Mount Horeb,WI,53572,E3,12,13,2,7133,48840,359,5509990,4720,4,MOUNT HOREB AREA,Mount Horeb Area Sch Dist,Mount Horeb Area,7/2/2002 10:52
2002,48329,3850,3,,Riverdale Sch Dist,Thomas Yager,District Administrator,PO Box 66,Muscoda WI 53573-0066,Muscoda,WI,53573-0066,D,747 Sixth St,Muscoda WI 53573,Muscoda,WI,53573,E3,12,22,3,7162,48787,350,5510140,0,7,RIVERDALE,Riverdale Sch Dist,Riverdale,7/2/2002 10:53
2002,48330,3934,3,,New Glarus Sch Dist,Robert Werner,District Administrator,PO Box 37,New Glarus WI 53574-0037,New Glarus,WI,53574-0037,D,1420 2nd St,New Glarus WI 53574,New Glarus,WI,53574,E3,12,23,2,7190,48840,355,5510500,0,7,NEW GLARUS,New Glarus Sch Dist,New Glarus,7/2/2002 10:59
2002,48331,4144,3,,Oregon Sch Dist,Linda K Barrows,District Administrator,200 N Main St,Oregon WI 53575-1447,Oregon,WI,53575-1447,,,,,,,E3,12,13,2,7210,48840,362,5511100,4720,4,OREGON,Oregon Sch Dist,Oregon,7/2/2002 11:11
2002,48332,4151,3,,Parkview Sch Dist,Robert Lehman,District Administrator,PO Box 250,Orfordville WI 53576-0250,Orfordville,WI,53576-0250,D,106 W Church St,Orfordville WI 53576,Orfordville,WI,53576,E3,12,53,2,7249,48840,355,5511130,3620,8,PARKVIEW,Parkview Sch Dist,Parkview,2/4/2003 10:01
2002,48333,2660,3,,Ithaca Sch Dist,William Davis,District Administrator,24615 State Highway 58,Richland Center WI 53581-6642,Richland Center,WI,53581-6642,,,,,,,KG,12,52,3,7320,48787,337,5506960,0,6,ITHACA,Ithaca Sch Dist,Ithaca,10/16/2001 8:55
2002,48334,4851,3,,Richland Sch Dist,Rachel L Schultz,District Administrator,125 S Central Ave,Richland Center WI 53581-2399,Richland Center,WI,53581-2399,,,,,,,E3,12,52,3,7321,48787,366,5512960,0,6,RICHLAND,Richland Sch Dist,Richland,7/2/2002 11:39
2002,48335,5656,3,,Sun Prairie Area Sch Dist,Tim R Culver,District Administrator,501 S Bird St,Sun Prairie WI 53590-2803,Sun Prairie,WI,53590-2803,,,,,,,E3,12,13,2,7533,48840,372,5514640,4720,4,SUN PRAIRIE AREA,Sun Prairie Area Sch Dist,Sun Prairie Area,7/2/2002 12:37
2002,48336,5901,3,,Verona Area Sch Dist,,District Administrator,700 N Main St,Verona WI 53593-1153,Verona,WI,53593-1153,,,,,,,E3,12,13,2,7585,48840,382,5515330,4720,4,VERONA AREA,Verona Area Sch Dist,Verona Area,7/2/2002 12:44
2002,48337,6118,3,,Waterloo Sch Dist,Charles A Whitsell,District Administrator,813 N Monroe St,Waterloo WI 53594-1171,Waterloo,WI,53594-1171,,,,,,,E3,12,28,2,7624,48840,385,5515720,0,6,WATERLOO,Waterloo Sch Dist,Waterloo,7/2/2002 12:51
2002,48338,6181,3,,Waunakee Community Sch Dist,Gene Hamele,District Administrator,101 School Dr,Waunakee WI 53597-1637,Waunakee,WI,53597-1637,,,,,,,E3,12,13,2,7649,48840,385,5515810,4720,4,WAUNAKEE COMMUNITY,Waunakee Community Sch Dist,Waunakee Community,7/2/2002 12:53
2002,48339,3269,3,,Madison Metropolitan Sch Dist,Art Rainwater,District Administrator,545 W Dayton St,Madison WI 53703-1967,Madison,WI,53703-1967,,,,,,,K4,12,13,2,7738,48840,350,5508520,4720,2,MADISON METROPOLITAN,Madison Metropolitan Sch Dist,Madison Metropolitan,7/3/2002 11:01
2002,48340,1813,3,,Fennimore Community Sch Dist,Connie L Schiestl,District Administrator,1397 9th St,Fennimore WI 53809-1413,Fennimore,WI,53809-1413,,,,,,,E3,12,22,3,8872,48787,325,5504590,0,7,FENNIMORE COMMUNITY,Fennimore Community Sch Dist,Fennimore Community,7/1/2002 15:27
2002,48341,2485,3,,Southwestern Wisconsin Sch Dis,James Egan,District Administrator,PO Box 368,Hazel Green WI 53811-0368,Hazel Green,WI,53811-0368,D,1415 Fairplay St,Hazel Green WI 53811,Hazel Green,WI,53811,E3,12,22,3,8929,48787,337,5506300,0,7,SOUTHWESTERN WISCONSIN,Southwestern Wisconsin Sch Dis,Southwestern Wisconsin,7/2/2002 6:31
2002,48342,2912,3,,Lancaster Community Sch Dist,Thomas L Benson,District Administrator,925 W Maple St,Lancaster WI 53813-1521,Lancaster,WI,53813-1521,,,,,,,E3,12,22,3,8957,48787,345,5507770,0,6,LANCASTER COMMUNITY,Lancaster Community Sch Dist,Lancaster Community,7/2/2002 6:58
2002,48343,4389,3,,Platteville Sch Dist,Dean Isaacson,District Administrator,780 N 2nd St,Platteville WI 53818-1847,Platteville,WI,53818-1847,,,,,,,E3,12,22,3,9024,48787,361,5511850,0,6,PLATTEVILLE,Platteville Sch Dist,Platteville,7/2/2002 11:21
2002,48344,4529,3,,Potosi Sch Dist,James Siedenburg,District Administrator,PO Box 193,Potosi WI 53820-0193,Potosi,WI,53820-0193,D,128 Highway 61 N,Potosi WI 53820,Potosi,WI,53820,E3,12,22,3,9092,48787,362,5512090,0,7,POTOSI,Potosi Sch Dist,Potosi,7/2/2002 11:26
2002,48345,280,3,,Baraboo Sch Dist,Anthony Kujawa,District Administrator,101 2nd Ave,Baraboo WI 53913-2494,Baraboo,WI,53913-2494,,,,,,,E3,12,56,5,9326,48745,305,5500810,0,6,BARABOO,Baraboo Sch Dist,Baraboo,7/1/2002 13:03
2002,48346,336,3,,Beaver Dam Sch Dist,Brian Busler,District Administrator,705 McKinley St,Beaver Dam WI 53916-1941,Beaver Dam,WI,53916-1941,,,,,,,E3,12,14,6,9391,48790,305,5500960,0,6,BEAVER DAM,Beaver Dam Sch Dist,Beaver Dam,7/1/2002 13:06
2002,48347,882,3,,Cambria-Friesland Sch Dist,Jeff Walker,District Administrator,410 E Edgewater St,Cambria WI 53923,Cambria,WI,53923,,,,,,,E3,12,11,5,9458,48745,310,5502070,0,6,CAMBRIA-FRIESLAND,Cambria-Friesland Sch Dist,Cambria-Friesland,7/1/2002 14:04
2002,48348,6354,3,,Weston Sch Dist,Terry Milfred,District Administrator,E2511 County Road S,Cazenovia WI 53924-9402,Cazenovia,WI,53924-9402,,,,,,,E4,12,56,3,9475,48787,337,5516470,0,7,WESTON,Weston Sch Dist,Weston,7/2/2002 12:59
2002,48349,1183,3,,Columbus Sch Dist,Ken Bates,District Administrator,200 W School St,Columbus WI 53925-1453,Columbus,WI,53925-1453,,,,,,,E3,12,11,5,9494,48745,312,5502820,0,6,COLUMBUS,Columbus Sch Dist,Columbus,7/1/2002 14:19
2002,48350,1673,3,,Royall Sch Dist,Arthur F Keenan,District Administrator,PO Box 125,Elroy WI 53929-0125,Elroy,WI,53929-0125,D,1501 Academy St,Elroy WI 53929,Elroy,WI,53929,C1,12,29,4,9523,48805,320,5504380,0,7,ROYALL,Royall Sch Dist,Royall,7/1/2002 15:01
2002,48351,1736,3,,Fall River Sch Dist,Heidi Schmidt,District Administrator,PO Box 116,Fall River WI 53932-0116,Fall River,WI,53932-0116,D,150 Bradley St,Fall River WI 53932,Fall River,WI,53932,E3,12,11,5,9553,48745,325,5504530,0,7,FALL RIVER,Fall River Sch Dist,Fall River,7/1/2002 15:26
2002,48352,4634,3,,Randolph Sch Dist,John O'Connor,District Administrator,110 Meadowood Dr,Randolph WI 53956-1398,Randolph,WI,53956-1398,,,,,,,K4,12,11,5,9785,48745,365,5512420,0,7,RANDOLPH,Randolph Sch Dist,Randolph,7/2/2002 11:35
2002,48353,4753,3,,Reedsburg Sch Dist,Robert Allen,District Administrator,710 N Webb Ave,Reedsburg WI 53959-1198,Reedsburg,WI,53959-1198,,,,,,,E3,12,56,5,9809,48745,365,5512660,0,6,REEDSBURG,Reedsburg Sch Dist,Reedsburg,7/2/2002 11:36
2002,48354,4865,3,,Rio Community Sch Dist,Ronda S Ewald,District Administrator,411 Church St,Rio WI 53960-9684,Rio,WI,53960-9684,,,,,,,K4,12,11,5,9846,48745,366,5512990,0,7,RIO COMMUNITY,Rio Community Sch Dist,Rio Community,7/2/2002 11:40
2002,48355,6216,3,,Waupun Sch Dist,Alain Holt,District Administrator,950 Wilcox St,Waupun WI 53963-2242,Waupun,WI,53963-2242,,,,,,,KG,12,20,6,9874,48790,385,5515870,0,6,WAUPUN,Waupun Sch Dist,Waupun,11/2/2001 11:27
2002,48356,6335,3,,Westfield Sch Dist,Greg Peyer,District Administrator,N7046 County Road CH,Westfield WI 53964-8066,Westfield,WI,53964-8066,,,,,,,E3,12,39,5,9911,48745,385,5516440,0,7,WESTFIELD,Westfield Sch Dist,Westfield,7/2/2002 12:59
2002,48357,1659,3,,Ellsworth Community Sch Dist,James S Streifel,District Administrator,PO Box 1500,Ellsworth WI 54011-1500,Ellsworth,WI,54011-1500,D,300 Hillcrest St,Ellsworth WI 54011,Ellsworth,WI,54011,E4,12,47,11,10092,48731,320,5504320,0,3,ELLSWORTH COMMUNITY,Ellsworth Community Sch Dist,Ellsworth Community,7/1/2002 15:01
2002,48360,2198,3,,Glenwood City Sch Dist,Dean E Sanders,District Administrator,PO Box 339,Glenwood City WI 54013-0339,Glenwood City,WI,54013-0339,D,859 320th St,Glenwood City WI 54013,Glenwood City,WI,54013,E3,12,55,11,10123,48731,330,5505520,5120,8,GLENWOOD CITY,Glenwood City Sch Dist,Glenwood City,2/4/2003 10:01
2002,48436,245,3,,Bangor Sch Dist,John Wyatt,District Administrator,PO Box 99,Bangor WI 54614-0099,Bangor,WI,54614-0099,D,700 10th Ave S,Bangor WI 54614,Bangor,WI,54614,KG,12,32,4,14462,48805,305,5500780,3870,8,BANGOR,Bangor Sch Dist,Bangor,2/4/2003 10:01
2002,48437,476,3,,Black River Falls Sch Dist,Dennis E Richards,District Administrator,301 N 4th St,Black River Fls WI 54615-1227,Black River Fls,WI,54615-1227,,,,,,,E3,12,27,4,14480,48805,305,5501260,0,6,BLACK RIVER FALLS,Black River Falls Sch Dist,Black River Falls,7/1/2002 13:14
2002,48438,485,3,,Blair-Taylor Sch Dist,Guy O Leavitt,District Administrator,PO Box 125,Blair WI 54616,Blair,WI,54616,D,219 S Main St,Blair WI 54616,Blair,WI,54616,E3,12,61,4,14509,48805,306,5500016,0,7,BLAIR-TAYLOR,Blair-Taylor Sch Dist,Blair-Taylor,7/1/2002 13:20
2002,48439,980,3,,Cashton Sch Dist,Norbert Resheske Jr,District Administrator,PO Box 129,Cashton WI 54619-0129,Cashton,WI,54619-0129,D,540 Coe St,Cashton WI 54619,Cashton,WI,54619,E3,12,41,4,14532,48805,310,5502340,0,7,CASHTON,Cashton Sch Dist,Cashton,7/1/2002 14:08
2002,48440,3871,3,,Necedah Area Sch Dist,Pauline A Roll,District Administrator,1801 S Main St,Necedah WI 54646-7858,Necedah,WI,54646-7858,,,,,,,E3,12,29,5,14772,48745,355,5510230,0,7,NECEDAH AREA,Necedah Area Sch Dist,Necedah Area,7/2/2002 10:55
2002,48441,4095,3,,Onalaska Sch Dist,John Burnett,District Administrator,PO Box 429,Onalaska WI 54650-0429,Onalaska,WI,54650-0429,D,1821 E Main St,Onalaska WI 54650,Onalaska,WI,54650,E3,12,32,4,14830,48805,357,5511010,3870,4,ONALASKA,Onalaska Sch Dist,Onalaska,7/2/2002 11:09
2002,48442,3990,3,,Norwalk-Ontario-Wilton Sch Dis,Al Szepi,District Administrator,PO Box 130,Ontario WI 54651-0130,Ontario,WI,54651-0130,D,Rt 1 Highway 131 N,Ontario WI 54651,Ontario,WI,54651,E3,12,41,4,14845,48805,370,5510770,0,7,NORWALK-ONTARIO-WILTON,Norwalk-Ontario-Wilton Sch Dis,Norwalk-Ontario-Wilton,7/2/2002 11:03
2002,48443,5124,3,,Seneca Sch Dist,Ron Welch,District Administrator,PO Box 34,Seneca WI 54654-0034,Seneca,WI,54654-0034,D,Highway 27,Seneca WI 54654,Seneca,WI,54654,K4,12,12,3,14870,48787,320,5513470,0,7,SENECA,Seneca Sch Dist,Seneca,7/2/2002 11:47
2002,48444,5985,3,,Viroqua Area Sch Dist,Wayne Sherry,District Administrator,701 Education Ave,Viroqua WI 54665-1317,Viroqua,WI,54665-1317,,,,,,,E3,12,62,4,15040,48805,382,5515360,0,6,VIROQUA AREA,Viroqua Area Sch Dist,Viroqua Area,7/2/2002 12:45
2002,48445,6321,3,,Westby Area Sch Dist,Gerald Trochinski,District Administrator,206 West Ave S,Westby WI 54667,Westby,WI,54667,,,,,,,E4,12,62,4,15083,48805,385,5516410,0,7,WESTBY AREA,Westby Area Sch Dist,Westby Area,7/2/2002 12:58
2002,48446,6370,3,,West Salem Sch Dist,Eugene Ertz,District Administrator,450 N Mark St,West Salem WI 54669-1224,West Salem,WI,54669-1224,,,,,,,E3,12,32,4,15105,48805,385,5516350,3870,4,WEST SALEM,West Salem Sch Dist,West Salem,7/2/2002 13:00
2002,48447,1554,3,,Eau Claire Area Sch Dist,William Klaus,District Administrator,500 Main St,Eau Claire WI 54701-3770,Eau Claire,WI,54701-3770,,,,,,,E3,12,18,10,15254,48748,320,5504050,2290,2,EAU CLAIRE AREA,Eau Claire Area Sch Dist,Eau Claire Area,7/1/2002 14:54
2002,48448,112,3,,Altoona Sch Dist,Craig Hitchens,District Administrator,1903 Bartlett Ave,Altoona WI 54720-1799,Altoona,WI,54720-1799,,,,,,,E3,12,18,10,15361,48748,301,5500270,2290,4,ALTOONA,Altoona Sch Dist,Altoona,7/1/2002 11:38
2002,48449,217,3,,Augusta Sch Dist,Stephen F La Fave,District Administrator,E19320 Bartig Rd,Augusta WI 54722-7501,Augusta,WI,54722-7501,,,,,,,E3,12,18,10,15393,48748,302,5500630,2290,8,AUGUSTA,Augusta Sch Dist,Augusta,2/4/2003 10:01
2002,48451,1176,3,,Colfax Sch Dist,Lee P Bjurquist,District Administrator,601 University Ave,Colfax WI 54730-9773,Colfax,WI,54730-9773,,,,,,,K4,12,17,11,15597,48731,310,5502790,0,7,COLFAX,Colfax Sch Dist,Colfax,7/1/2002 14:19
2002,48452,1204,3,,Cornell Sch Dist,John Eitenmiller,District Administrator,PO Box 517,Cornell WI 54732-0517,Cornell,WI,54732-0517,D,708 Bridge St,Cornell WI 54732,Cornell,WI,54732,E3,12,9,10,15615,48748,312,5502880,2290,8,CORNELL,Cornell Sch Dist,Cornell,2/4/2003 10:01
2002,48453,1499,3,,Durand Sch Dist,Terry J Olson,District Administrator,604 7th Ave E,Durand WI 54736-1371,Durand,WI,54736-1371,,,,,,,E3,12,46,11,15644,48731,316,5503840,0,7,DURAND,Durand Sch Dist,Durand,7/1/2002 14:53
2002,48454,1645,3,,Elk Mound Area Sch Dist,William J Vincent,District Administrator,405 University St,Elk Mound WI 54739-9526,Elk Mound,WI,54739-9526,,,,,,,E3,12,17,11,15685,48731,320,5504230,0,7,ELK MOUND AREA,Elk Mound Area Sch Dist,Elk Mound Area,7/1/2002 15:00
2002,48455,1666,3,,Elmwood Sch Dist,Gordon L Geurink,District Administrator,213 S Scott St,Elmwood WI 54740-8645,Elmwood,WI,54740-8645,,,,,,,KG,12,47,11,15698,48731,321,5504350,0,8,ELMWOOD,Elmwood Sch Dist,Elmwood,2/4/2003 10:01
2002,48456,1729,3,,Fall Creek Sch Dist,Michael Schoch,District Administrator,336 E Hoover Ave,Fall Creek WI 54742-9609,Fall Creek,WI,54742-9609,,,,,,,E3,12,18,10,15738,48748,326,5504500,2290,8,FALL CREEK,Fall Creek Sch Dist,Fall Creek,2/4/2003 10:01
2002,48457,3920,3,,New Auburn Sch Dist,Strand Wedul,District Administrator,PO Box 110,New Auburn WI 54757-0110,New Auburn,WI,54757-0110,D,704 N East St,New Auburn WI 54757,New Auburn,WI,54757,E3,12,9,10,15943,48748,355,5510440,2290,8,NEW AUBURN,New Auburn Sch Dist,New Auburn,2/4/2003 10:01
2002,48458,4186,3,,Osseo-Fairchild Sch Dist,Kerry Jacobson,District Administrator,PO Box 130,Osseo WI 54758-0130,Osseo,WI,54758-0130,D,50900 Francis St,Osseo WI 54758,Osseo,WI,54758,E3,12,61,10,15961,48748,357,5511220,0,7,OSSEO-FAIRCHILD,Osseo-Fairchild Sch Dist,Osseo-Fairchild,7/2/2002 11:12
2002,48459,4270,3,,Pepin Area Sch Dist,Michael L Seiser,District Administrator,PO Box 128,Pepin WI 54759-0128,Pepin,WI,54759-0128,D,510 Pine St,Pepin WI 54759,Pepin,WI,54759,KG,12,46,11,15984,48731,360,5511580,0,7,PEPIN AREA,Pepin Area Sch Dist,Pepin Area,11/6/2001 7:09
2002,48460,4459,3,,Plum City Sch Dist,Thomas R Casey,District Administrator,907 Main St,Plum City WI 54761-9013,Plum City,WI,54761-9013,,,,,,,K4,12,47,11,16008,48731,360,5511880,0,8,PLUM CITY,Plum City Sch Dist,Plum City,2/4/2003 10:01
2002,48461,4557,3,,Prairie Farm Sch Dist,Brad Pettit,District Administrator,630 River Ave S,Prairie Farm WI 54762-9792,Prairie Farm,WI,54762-9792,,,,,,,E4,12,3,11,16021,48731,360,5512180,0,7,PRAIRIE FARM,Prairie Farm Sch Dist,Prairie Farm,7/2/2002 11:28
2002,48462,5586,3,,Spring Valley Sch Dist,Gene W Roland,District Administrator,PO Box 249,Spring Valley WI 54767-0249,Spring Valley,WI,54767-0249,D,S1450 County Road CC,Spring Valley WI 54767-0249,Spring Valley,WI,54767-0249,E3,12,47,11,16054,48731,370,5514340,0,8,SPRING VALLEY,Spring Valley Sch Dist,Spring Valley,2/4/2003 10:01
2002,48463,5593,3,,Stanley-Boyd Area Sch Dist,Rodney Gardner,District Administrator,507 E 1st Ave,Stanley WI 54768-1279,Stanley,WI,54768-1279,,,,,,,E3,12,9,10,16081,48748,370,5514430,2290,8,STANLEY-BOYD AREA,Stanley-Boyd Area Sch Dist,Stanley-Boyd Area,2/4/2003 10:01
2002,48464,1600,3,,Eleva-Strum Sch Dist,Kenneth R Rogers,District Administrator,W23597 US Highway 10,Strum WI 54770-8609,Strum,WI,54770-8609,,,,,,,C1,12,61,10,16099,48748,370,5504200,0,7,ELEVA-STRUM,Eleva-Strum Sch Dist,Eleva-Strum,7/1/2002 14:57
2002,48465,5726,3,,Thorp Sch Dist,Gerald Eichman,District Administrator,PO Box 449,Thorp WI 54771-0449,Thorp,WI,54771-0449,D,605 S Clark St,Thorp WI 54771,Thorp,WI,54771,E3,12,10,10,16121,48748,375,5514820,0,7,THORP,Thorp Sch Dist,Thorp,7/2/2002 12:39
2002,48466,6426,3,,Whitehall Sch Dist,Jerry Freimark,District Administrator,PO Box 37,Whitehall WI 54773-0037,Whitehall,WI,54773-0037,D,19121 Hobson St,Whitehall WI 54773-0037,Whitehall,WI,54773-0037,E3,12,61,4,16164,48805,385,5516650,0,7,WHITEHALL,Whitehall Sch Dist,Whitehall,7/2/2002 13:02
2002,48467,5474,3,,Spooner Sch Dist,Donald Haack,District Administrator,500 College St,Spooner WI 54801-1298,Spooner,WI,54801-1298,,,,,,,E3,12,65,11,16180,48731,371,5514220,0,7,SPOONER,Spooner Sch Dist,Spooner,7/2/2002 12:34
2002,48468,1260,3,,Cumberland Sch Dist,Donald F Groth,District Administrator,1010 8th Ave,Cumberland WI 54829-9174,Cumberland,WI,54829-9174,,,,,,,E3,12,3,11,16538,48731,312,5503090,0,7,CUMBERLAND,Cumberland Sch Dist,Cumberland,7/1/2002 14:24
2002,48469,1491,3,,Drummond Area Sch Dist,Daniel Vernetti,District Administrator,PO Box 40,Drummond WI 54832-0040,Drummond,WI,54832-0040,D,Eastern Ave,Drummond WI 54832,Drummond,WI,54832,E4,12,4,12,16571,48821,315,5503810,0,7,DRUMMOND,Drummond Area Sch Dist,Drummond Area,7/1/2002 14:51
2002,48470,1939,3,,Frederic Sch Dist,,District Administrator,PO Box 790,Frederic WI 54837-0790,Frederic,WI,54837-0790,D,1437 Clam Falls Dr,Frederic WI 54837,Frederic,WI,54837,KG,12,48,11,16597,48731,325,5504860,0,7,FREDERIC,Frederic Sch Dist,Frederic,10/22/2001 14:11
2002,48471,2233,3,,Grantsburg Sch Dist,Joni Burgin,District Administrator,480 E James Ave,Grantsburg WI 54840-7959,Grantsburg,WI,54840-7959,,,,,,,E3,12,7,11,16626,48731,330,5505670,0,7,GRANTSBURG,Grantsburg Sch Dist,Grantsburg,7/1/2002 15:52
2002,48472,2478,3,,Hayward Community Sch Dist,Michael Cox,District Administrator,PO Box 860,Hayward WI 54843-0860,Hayward,WI,54843-0860,D,15930 W 5th St,Hayward WI 54843,Hayward,WI,54843,E3,12,57,12,16663,48821,335,5506270,0,6,HAYWARD COMMUNITY,Hayward Community Sch Dist,Hayward Community,2/4/2003 10:01
2002,48473,2856,3,,Ladysmith-Hawkins Sch Dist,Roy Jonjak,District Administrator,1700 Edgewood Ave E,Ladysmith WI 54848-3005,Ladysmith,WI,54848-3005,,,,,,,E3,12,54,10,16720,48748,345,5507590,0,6,LADYSMITH-HAWKINS,Ladysmith-Hawkins Sch Dist,Ladysmith-Hawkins,7/2/2002 6:56
2002,48474,5306,3,,Shell Lake Sch Dist,Roger Hulne,District Administrator,271 Highway 63,Shell Lake WI 54871-8893,Shell Lake,WI,54871-8893,,,,,,,E3,12,65,11,16903,48731,370,5513710,0,7,SHELL LAKE,Shell Lake Sch Dist,Shell Lake,7/2/2002 11:51
2002,48475,5376,3,,Siren Sch Dist,James Bucher,District Administrator,PO Box 29,Siren WI 54872-0029,Siren,WI,54872-0029,D,24022 4th Ave,Siren WI 54872,Siren,WI,54872,E3,12,7,11,16927,48731,370,5513890,0,7,SIREN,Siren Sch Dist,Siren,7/2/2002 12:30
2002,48476,5397,3,,Solon Springs Sch Dist,Bob Lambert,District Administrator,8993 E Baldwin Ave,Solon Springs WI 54873-8144,Solon Springs,WI,54873-8144,,,,,,,E3,12,16,12,16946,48821,370,5513980,2240,8,SOLON SPRINGS,Solon Springs Sch Dist,Solon Springs,2/4/2003 10:01
2002,48477,5663,3,,Superior Sch Dist,Jay Mitchell,District Administrator,3025 Tower Ave,Superior WI 54880-5369,Superior,WI,54880-5369,,,,,,,E3,12,16,12,16979,48821,371,5514670,2240,2,SUPERIOR,Superior Sch Dist,Superior,7/2/2002 12:38
2002,48478,5810,3,,Turtle Lake Sch Dist,Mark J Collins,District Administrator,205 Oak St N,Turtle Lake WI 54889-8929,Turtle Lake,WI,54889-8929,,,,,,,K4,12,3,11,17043,48731,375,5515060,0,7,TURTLE LAKE,Turtle Lake Sch Dist,Turtle Lake,7/2/2002 12:42
2002,48479,6027,3,,Washburn Sch Dist,Kenneth Kasinski,District Administrator,305 W 4th St,Washburn WI 54891-9446,Washburn,WI,54891-9446,,,,,,,E3,12,4,12,17065,48821,385,5515540,0,7,WASHBURN,Washburn Sch Dist,Washburn,7/2/2002 12:46
2002,48480,6293,3,,Webster Sch Dist,Russell J Helland,District Administrator,PO Box 9,Webster WI 54893-0009,Webster,WI,54893-0009,D,26428 Lakeland Ave S,Webster WI 54893,Webster,WI,54893,E3,12,7,11,17092,48731,385,5516230,0,7,WEBSTER,Webster Sch Dist,Webster,7/2/2002 12:56
2002,48481,6410,3,,Weyerhaeuser Area Sch Dist,Barbara Lorkowski,District Administrator,402 N 2nd St,Weyerhaeuser WI 54895-9674,Weyerhaeuser,WI,54895-9674,,,,,,,KG,12,54,10,17113,48748,380,5516530,0,7,WEYERHAEUSER AREA,Weyerhaeuser Area Sch Dist,Weyerhaeuser Area,10/25/2001 7:35
